Datetime,SPY,^SPX
2022-12-19 14:15:00-05:00,379.34991455078125,3810.3798828125
2022-12-19 14:16:00-05:00,379.2799987792969,3809.919921875
2022-12-19 14:17:00-05:00,379.32000732421875,3809.969970703125
2022-12-19 14:18:00-05:00,379.32000732421875,3809.72998046875
2022-12-19 14:19:00-05:00,379.1199951171875,3808.4599609375
2022-12-19 14:20:00-05:00,379.20001220703125,3808.89990234375
2022-12-19 14:21:00-05:00,379.4200134277344,3810.8798828125
2022-12-19 14:22:00-05:00,379.2760009765625,3809.840087890625
2022-12-19 14:23:00-05:00,379.114990234375,3807.68994140625
2022-12-19 14:24:00-05:00,378.9150085449219,3806.25
2022-12-19 14:25:00-05:00,378.8999938964844,3805.969970703125
2022-12-19 14:26:00-05:00,378.9599914550781,3806.75
2022-12-19 14:27:00-05:00,378.9700012207031,3806.5
2022-12-19 14:28:00-05:00,378.7703857421875,3805.10009765625
2022-12-19 14:29:00-05:00,378.6549987792969,3803.6201171875
2022-12-19 14:30:00-05:00,378.7300109863281,3803.909912109375
2022-12-19 14:31:00-05:00,378.82000732421875,3805.18994140625
2022-12-19 14:32:00-05:00,378.9200134277344,3805.89990234375
2022-12-19 14:33:00-05:00,379.1099853515625,3807.56005859375
2022-12-19 14:34:00-05:00,379.1000061035156,3807.60009765625
2022-12-19 14:35:00-05:00,379.04998779296875,3807.47998046875
2022-12-19 14:36:00-05:00,378.9700012207031,3806.60009765625
2022-12-19 14:37:00-05:00,379.0799865722656,3807.429931640625
2022-12-19 14:38:00-05:00,378.9549865722656,3806.239990234375
2022-12-19 14:39:00-05:00,379.1000061035156,3807.360107421875
2022-12-19 14:40:00-05:00,378.8399963378906,3805.239990234375
2022-12-19 14:41:00-05:00,378.7101135253906,3804.219970703125
2022-12-19 14:42:00-05:00,378.6099853515625,3803.070068359375
2022-12-19 14:43:00-05:00,378.8299865722656,3804.81005859375
2022-12-19 14:44:00-05:00,379.0,3805.93994140625
2022-12-19 14:45:00-05:00,379.3599853515625,3809.820068359375
2022-12-19 14:46:00-05:00,379.5199890136719,3811.010009765625
2022-12-19 14:47:00-05:00,379.39129638671875,3810.5400390625
2022-12-19 14:48:00-05:00,379.1000061035156,3808.139892578125
2022-12-19 14:49:00-05:00,378.8700866699219,3805.760009765625
2022-12-19 14:50:00-05:00,378.54998779296875,3802.27001953125
2022-12-19 14:51:00-05:00,378.3699951171875,3800.6298828125
2022-12-19 14:52:00-05:00,378.4599914550781,3801.169921875
2022-12-19 14:53:00-05:00,378.385009765625,3800.800048828125
2022-12-19 14:54:00-05:00,378.42999267578125,3800.97998046875
2022-12-19 14:55:00-05:00,378.60009765625,3803.070068359375
2022-12-19 14:56:00-05:00,378.56500244140625,3801.989990234375
2022-12-19 14:57:00-05:00,378.625,3802.830078125
2022-12-19 14:58:00-05:00,378.6700134277344,3803.070068359375
2022-12-19 14:59:00-05:00,378.7449951171875,3804.179931640625
2022-12-19 15:00:00-05:00,378.44000244140625,3801.139892578125
2022-12-19 15:01:00-05:00,378.42498779296875,3800.969970703125
2022-12-19 15:02:00-05:00,378.3800048828125,3800.77001953125
2022-12-19 15:03:00-05:00,378.6600036621094,3803.320068359375
2022-12-19 15:04:00-05:00,378.44500732421875,3801.1201171875
2022-12-19 15:05:00-05:00,378.4200134277344,3801.0
2022-12-19 15:06:00-05:00,378.3599853515625,3800.64990234375
2022-12-19 15:07:00-05:00,378.4049987792969,3800.81005859375
2022-12-19 15:08:00-05:00,378.3699951171875,3800.43994140625
2022-12-19 15:09:00-05:00,378.70001220703125,3803.5400390625
2022-12-19 15:10:00-05:00,378.7200012207031,3803.56005859375
2022-12-19 15:11:00-05:00,378.6499938964844,3803.81005859375
2022-12-19 15:12:00-05:00,378.760009765625,3804.5
2022-12-19 15:13:00-05:00,378.82000732421875,3804.47998046875
2022-12-19 15:14:00-05:00,378.4971008300781,3801.9599609375
2022-12-19 15:15:00-05:00,378.9100036621094,3805.719970703125
2022-12-19 15:16:00-05:00,378.6700134277344,3803.52001953125
2022-12-19 15:17:00-05:00,378.8999938964844,3805.300048828125
2022-12-19 15:18:00-05:00,378.7799987792969,3804.610107421875
2022-12-19 15:19:00-05:00,378.8599853515625,3805.1201171875
2022-12-19 15:20:00-05:00,378.71990966796875,3804.1201171875
2022-12-19 15:21:00-05:00,378.92999267578125,3806.050048828125
2022-12-19 15:22:00-05:00,378.80999755859375,3804.919921875
2022-12-19 15:23:00-05:00,378.54998779296875,3802.489990234375
2022-12-19 15:24:00-05:00,378.8699951171875,3805.06005859375
2022-12-19 15:25:00-05:00,379.0299072265625,3806.97998046875
2022-12-19 15:26:00-05:00,378.8399963378906,3805.43994140625
2022-12-19 15:27:00-05:00,378.8999938964844,3805.7900390625
2022-12-19 15:28:00-05:00,378.9764099121094,3805.75
2022-12-19 15:29:00-05:00,378.80499267578125,3804.860107421875
2022-12-19 15:30:00-05:00,379.0776062011719,3807.35009765625
2022-12-19 15:31:00-05:00,379.2250061035156,3808.6298828125
2022-12-19 15:32:00-05:00,378.92999267578125,3806.360107421875
2022-12-19 15:33:00-05:00,379.1600036621094,3808.669921875
2022-12-19 15:34:00-05:00,379.1400146484375,3808.169921875
2022-12-19 15:35:00-05:00,379.239990234375,3808.719970703125
2022-12-19 15:36:00-05:00,379.30999755859375,3809.52001953125
2022-12-19 15:37:00-05:00,379.3711853027344,3810.580078125
2022-12-19 15:38:00-05:00,379.125,3808.169921875
2022-12-19 15:39:00-05:00,378.8599853515625,3805.43994140625
2022-12-19 15:40:00-05:00,378.6181945800781,3802.830078125
2022-12-19 15:41:00-05:00,378.8599853515625,3805.39990234375
2022-12-19 15:42:00-05:00,378.9898986816406,3806.2099609375
2022-12-19 15:43:00-05:00,378.9549865722656,3806.25
2022-12-19 15:44:00-05:00,378.989990234375,3807.02001953125
2022-12-19 15:45:00-05:00,379.3900146484375,3810.18994140625
2022-12-19 15:46:00-05:00,379.4200134277344,3810.469970703125
2022-12-19 15:47:00-05:00,379.4200134277344,3810.64990234375
2022-12-19 15:48:00-05:00,379.5400085449219,3811.9599609375
2022-12-19 15:49:00-05:00,379.2807922363281,3809.739990234375
2022-12-19 15:50:00-05:00,379.7349853515625,3814.080078125
2022-12-19 15:51:00-05:00,379.6000061035156,3812.389892578125
2022-12-19 15:52:00-05:00,379.57000732421875,3812.1298828125
2022-12-19 15:53:00-05:00,379.7149963378906,3813.8701171875
2022-12-19 15:54:00-05:00,379.9100036621094,3815.760009765625
2022-12-19 15:55:00-05:00,379.9501037597656,3816.550048828125
2022-12-19 15:56:00-05:00,380.1600036621094,3818.18994140625
2022-12-19 15:57:00-05:00,380.2300109863281,3819.52001953125
2022-12-19 15:58:00-05:00,380.28961181640625,3819.5
2022-12-19 15:59:00-05:00,379.989990234375,3817.820068359375
2022-12-19 16:00:00-05:00,380.1,3817.47
2022-12-19 16:01:00-05:00,380.03,3817.47
2022-12-19 16:02:00-05:00,379.97,3817.47
2022-12-19 16:03:00-05:00,379.88,3817.62
2022-12-19 16:04:00-05:00,379.8,3817.66
2022-12-19 16:05:00-05:00,379.725,3817.66
2022-12-19 16:06:00-05:00,379.76,3817.66
2022-12-19 16:07:00-05:00,379.78,3817.66
2022-12-19 16:08:00-05:00,379.82,3817.66
2022-12-19 16:09:00-05:00,379.96,3817.66
2022-12-19 16:10:00-05:00,379.94,3817.66
2022-12-19 16:11:00-05:00,380.0,3817.66
